ID,Категория,Сценарий,Альтернатива,Дата_создания,Критерий_Заработная плата,Критерий_Карьерный рост,Критерий_Work-life balance,Критерий_Стабильность,Критерий_Престиж,Критерий_Интерес к работе,Критерий_Возможности обучения,Критерий_Рабочая атмосфера,Тревожность,Временное_давление,Важность_решения,Доступность_информации,Опыт_в_области,Финансовые_ресурсы,Социальная_поддержка,Эмоциональное_состояние,Уверенность_в_себе,Склонность_к_риску,Общая_оценка,Индекс_тревожности,Время_на_решение_часы,Уровень_сложности,Влияние_на_будущее,Обратимость_решения,Количество_заинтересованных_сторон,Критерий_Доходность,Критерий_Риск потерь,Критерий_Ликвидность,Критерий_Минимальная сумма,Критерий_Сроки инвестирования,Критерий_Налоговые льготы,Критерий_Инфляционная защита,Критерий_Простота управления,Критерий_Эмоциональная совместимость,Критерий_Финансовая стабильность,Критерий_Общие ценности,Критерий_Семейные планы,Критерий_Взаимная поддержка,Критерий_Физическая привлекательность,Критерий_Социальный статус,Критерий_Готовность к компромиссам,Критерий_Эффективность,Критерий_Стоимость,Критерий_Безопасность,Критерий_Время на выполнение,Критерий_Доступность,Критерий_Побочные эффекты,Критерий_Научная обоснованность,Критерий_Долгосрочные результаты,Критерий_Цена,Критерий_Местоположение,Критерий_Площадь,Критерий_Состояние жилья,Критерий_Инфраструктура,Критерий_Транспортная доступность,Критерий_Экология,Критерий_Безопасность района,Критерий_Бюджет поездки,Критерий_Климат,Критерий_Культурные достопримечательности,Критерий_Языковой барьер,Критерий_Виза и документы,Критерий_Качество сервиса,Критерий_Отзывы туристов,Критерий_Цена товара,Критерий_Качество,Критерий_Бренд,Критерий_Функциональность,Критерий_Дизайн,Критерий_Гарантия,Критерий_Отзывы покупателей,Критерий_Экологичность,Критерий_Общие интересы,Критерий_Время на общение,Критерий_Эмоциональная поддержка,Критерий_Взаимная выгода,Критерий_Надежность людей,Критерий_Позитивное влияние,Критерий_Географическая близость,Критерий_Личный интерес,Критерий_Стоимость занятий,Критерий_Время на хобби,Критерий_Социальные возможности,Критерий_Развитие навыков,Критерий_Физическая нагрузка,Критерий_Творческое самовыражение,Критерий_Практическая польза,Критерий_Духовная значимость,Критерий_Временные затраты,Критерий_Стоимость обучения,Критерий_Социальное принятие,Критерий_Совместимость с убеждениями,Критерий_Долгосрочное развитие,Критерий_Удобство использования,Критерий_Безопасность данных,Критерий_Стоимость услуг,Критерий_Совместимость,Критерий_Скорость работы,Критерий_Техническая поддержка,Критерий_Обновления и развитие,Критерий_Уровень защиты,Критерий_Стоимость решения,Критерий_Надежность системы,Критерий_Простота использования,Критерий_Скорость реагирования,Критерий_Покрытие рисков,Критерий_Репутация провайдера,Критерий_Гибкость условий
144,Жильё и недвижимость,Совместное проживание,Вариант_1,2024-10-27 06:42:47.820918,,,,,,,,,Средняя,Нет,Средняя,Достаточная,Эксперт,Значительные,Сильная,Позитивное,Высокая,Нейтральная,6.4,5,50.3,2,1,Частично обратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.0,7.3,4.9,6.9,6.5,4.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Жильё и недвижимость,Совместное проживание,Вариант_2,2025-06-10 06:42:47.820965,,,,,,,,,Высокая,Умеренное,Низкая,Достаточная,Новичок,Умеренные,Слабая,Нейтральное,Средняя,Принятие,3.7,5,15.8,9,7,Легко обратимо,6,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.0,1.8,8.4,6.6,5.3,1.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Жильё и недвижимость,Совместное проживание,Вариант_3,2025-02-13 06:42:47.821016,,,,,,,,,Высокая,Нет,Низкая,Избыточная,Средний,Значительные,Слабая,Позитивное,Низкая,Принятие,4.2,1,141.3,9,7,Необратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.0,3.4,5.2,3.0,3.4,1.6,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Жильё и недвижимость,Совместное проживание,Вариант_4,2024-11-07 06:42:47.821072,,,,,,,,,Высокая,Высокое,Средняя,Недостаточная,Средний,Ограниченные,Отсутствует,Негативное,Низкая,Избегание,6.9,1,71.4,7,4,Необратимо,3,,,,,,,,,,,,,,,,,,,,,,,,,8.9,5.3,1.7,9.1,7.4,5.5,9.1,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Жильё и недвижимость,Покупка дачи,Вариант_1,2025-04-17 06:42:47.821118,,,,,,,,,Низкая,Высокое,Критическая,Недостаточная,Средний,Ограниченные,Отсутствует,Позитивное,Высокая,Принятие,6.0,2,155.4,10,2,Частично обратимо,6,,,,,,,,,,,,,,,,,,,,,,,,,3.9,7.5,8.3,1.8,6.0,6.0,8.7,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Жильё и недвижимость,Покупка дачи,Вариант_2,2025-01-29 06:42:47.821171,,,,,,,,,Средняя,Нет,Критическая,Достаточная,Эксперт,Ограниченные,Отсутствует,Позитивное,Средняя,Нейтральная,5.3,6,3.9,5,5,Частично обратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,3.4,6.9,6.1,5.3,2.5,4.6,6.6,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Жильё и недвижимость,Покупка дачи,Вариант_3,2024-09-05 06:42:47.821217,,,,,,,,,Высокая,Высокое,Низкая,Недостаточная,Средний,Ограниченные,Слабая,Позитивное,Средняя,Принятие,6.4,6,138.0,9,3,Легко обратимо,5,,,,,,,,,,,,,,,,,,,,,,,,,7.2,9.8,3.1,3.7,7.7,8.0,3.9,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Жильё и недвижимость,Покупка дачи,Вариант_4,2024-08-29 06:42:47.821264,,,,,,,,,Низкая,Нет,Критическая,Недостаточная,Средний,Значительные,Отсутствует,Нейтральное,Средняя,Нейтральная,5.8,9,67.0,2,1,Легко обратимо,6,,,,,,,,,,,,,,,,,,,,,,,,,5.6,2.2,8.7,8.9,1.3,2.7,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Жильё и недвижимость,Покупка дачи,Вариант_5,2024-12-20 06:42:47.821311,,,,,,,,,Высокая,Нет,Высокая,Недостаточная,Средний,Ограниченные,Отсутствует,Позитивное,Низкая,Избегание,5.9,4,114.0,5,7,Необратимо,1,,,,,,,,,,,,,,,,,,,,,,,,,6.3,2.6,8.8,6.3,4.1,2.5,9.1,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Жильё и недвижимость,Смена жилплощади,Вариант_1,2025-08-23 06:42:47.821401,,,,,,,,,Высокая,Высокое,Высокая,Достаточная,Средний,Умеренные,Слабая,Нейтральное,Низкая,Нейтральная,5.6,5,113.9,10,7,Необратимо,2,,,,,,,,,,,,,,,,,,,,,,,,,5.3,2.2,2.6,8.2,3.0,6.5,9.5,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Жильё и недвижимость,Смена жилплощади,Вариант_2,2025-08-24 06:42:47.821454,,,,,,,,,Низкая,Умеренное,Высокая,Избыточная,Средний,Умеренные,Слабая,Позитивное,Высокая,Принятие,5.6,5,32.1,9,4,Легко обратимо,7,,,,,,,,,,,,,,,,,,,,,,,,,5.6,7.0,8.6,4.4,6.8,6.5,3.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Жильё и недвижимость,Смена жилплощади,Вариант_3,2024-09-23 06:42:47.821508,,,,,,,,,Высокая,Высокое,Средняя,Достаточная,Эксперт,Значительные,Отсутствует,Позитивное,Высокая,Принятие,4.8,8,152.3,6,9,Частично обратимо,3,,,,,,,,,,,,,,,,,,,,,,,,,3.9,2.3,1.2,5.5,3.7,9.2,4.6,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Жильё и недвижимость,Смена жилплощади,Вариант_4,2024-09-25 06:42:47.821559,,,,,,,,,Высокая,Умеренное,Низкая,Недостаточная,Средний,Ограниченные,Сильная,Нейтральное,Средняя,Нейтральная,4.7,6,44.1,5,8,Легко обратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,8.9,2.6,1.9,2.2,3.3,8.3,7.9,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Жильё и недвижимость,Смена жилплощади,Вариант_5,2025-07-31 06:42:47.821605,,,,,,,,,Средняя,Умеренное,Низкая,Недостаточная,Новичок,Ограниченные,Слабая,Нейтральное,Высокая,Нейтральная,6.7,3,53.5,3,2,Частично обратимо,6,,,,,,,,,,,,,,,,,,,,,,,,,8.8,6.3,9.5,1.6,9.0,5.5,8.8,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Путешествия и отдых,Выбор места для отпуска,Вариант_1,2025-05-29 06:42:47.821659,,,,,,,,,Низкая,Нет,Критическая,Избыточная,Средний,Умеренные,Слабая,Нейтральное,Средняя,Избегание,4.8,1,89.9,6,1,Частично обратимо,4,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,3.8,1.5,5.1,8.0,6.2,2.4,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Путешествия и отдых,Выбор места для отпуска,Вариант_2,2025-08-18 06:42:47.821708,,,,,,,,,Низкая,Нет,Низкая,Достаточная,Средний,Умеренные,Сильная,Позитивное,Высокая,Принятие,5.2,6,73.1,3,6,Частично обратимо,6,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,7.1,6.6,3.2,4.1,2.2,4.5,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Путешествия и отдых,Выбор места для отпуска,Вариант_3,2025-05-23 06:42:47.821754,,,,,,,,,Высокая,Нет,Низкая,Достаточная,Эксперт,Значительные,Отсутствует,Нейтральное,Высокая,Нейтральная,4.8,9,104.9,10,1,Необратимо,2,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,2.5,9.2,8.3,3.0,9.9,2.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Путешествия и отдых,Выбор места для отпуска,Вариант_4,2024-09-27 06:42:47.821800,,,,,,,,,Высокая,Высокое,Низкая,Достаточная,Средний,Значительные,Отсутствует,Позитивное,Высокая,Нейтральная,4.0,10,101.9,3,7,Легко обратимо,2,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,8.5,1.4,2.0,2.1,3.3,7.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Путешествия и отдых,Выбор места для отпуска,Вариант_5,2025-04-05 06:42:47.821850,,,,,,,,,Средняя,Нет,Низкая,Избыточная,Средний,Ограниченные,Сильная,Нейтральное,Средняя,Избегание,3.6,1,2.6,2,2,Необратимо,8,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,2.0,2.0,2.8,3.4,5.7,2.8,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Путешествия и отдых,Планирование выходных,Вариант_1,2025-07-12 06:42:47.821897,,,,,,,,,Низкая,Нет,Средняя,Недостаточная,Средний,Умеренные,Сильная,Нейтральное,Средняя,Принятие,6.4,2,16.4,1,1,Легко обратимо,3,,,,,,,,,,,,,,,,,,,9.1,,,,,,,,,,,,,,8.0,1.7,7.5,6.8,5.1,9.8,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Путешествия и отдых,Планирование выходных,Вариант_2,2025-03-12 06:42:47.822447,,,,,,,,,Средняя,Умеренное,Критическая,Избыточная,Средний,Умеренные,Сильная,Негативное,Низкая,Избегание,5.2,1,164.9,3,2,Частично обратимо,8,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,4.2,4.9,6.6,1.8,8.3,2.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Путешествия и отдых,Планирование выходных,Вариант_3,2024-11-09 06:42:47.822521,,,,,,,,,Низкая,Умеренное,Критическая,Недостаточная,Средний,Умеренные,Отсутствует,Негативное,Средняя,Принятие,5.6,6,2.6,9,10,Необратимо,4,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,7.1,2.6,4.4,1.3,7.2,8.5,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Путешествия и отдых,Деловая поездка,Вариант_1,2025-03-07 06:42:47.822569,,,,,,,,,Низкая,Высокое,Низкая,Недостаточная,Эксперт,Ограниченные,Сильная,Нейтральное,Средняя,Избегание,6.4,2,126.4,6,4,Частично обратимо,5,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,5.7,7.2,6.6,7.5,5.3,7.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Путешествия и отдых,Деловая поездка,Вариант_2,2025-08-02 06:42:47.822627,,,,,,,,,Средняя,Умеренное,Высокая,Недостаточная,Средний,Значительные,Сильная,Негативное,Низкая,Нейтральная,4.9,7,6.5,9,1,Легко обратимо,5,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,5.6,6.0,4.4,1.7,5.0,6.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Путешествия и отдых,Деловая поездка,Вариант_3,2024-12-10 06:42:47.822675,,,,,,,,,Высокая,Высокое,Критическая,Избыточная,Эксперт,Умеренные,Сильная,Нейтральное,Низкая,Избегание,6.4,4,0.9,6,5,Необратимо,6,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,6.1,6.9,5.1,8.4,8.3,8.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Путешествия и отдых,Деловая поездка,Вариант_4,2024-09-02 06:42:47.822782,,,,,,,,,Низкая,Умеренное,Средняя,Достаточная,Новичок,Значительные,Слабая,Негативное,Средняя,Избегание,5.4,10,21.1,8,8,Необратимо,3,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,2.0,9.1,5.4,7.7,4.7,3.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Путешествия и отдых,Деловая поездка,Вариант_5,2024-12-15 06:42:47.822899,,,,,,,,,Высокая,Высокое,Средняя,Избыточная,Новичок,Ограниченные,Слабая,Позитивное,Высокая,Принятие,6.5,6,84.9,7,7,Необратимо,4,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,1.0,7.6,6.0,6.3,9.3,8.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Путешествия и отдых,Путешествие с семьей,Вариант_1,2025-02-05 06:42:47.823025,,,,,,,,,Высокая,Высокое,Высокая,Избыточная,Эксперт,Значительные,Сильная,Негативное,Низкая,Избегание,6.3,10,120.2,6,3,Необратимо,3,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,9.7,9.7,5.1,4.7,7.3,7.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Путешествия и отдых,Путешествие с семьей,Вариант_2,2024-12-13 06:42:47.823077,,,,,,,,,Высокая,Высокое,Высокая,Достаточная,Новичок,Значительные,Отсутствует,Негативное,Средняя,Избегание,7.1,1,112.8,4,5,Легко обратимо,5,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,5.9,6.7,7.4,6.1,6.2,9.5,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Путешествия и отдых,Путешествие с семьей,Вариант_3,2024-09-12 06:42:47.823137,,,,,,,,,Высокая,Высокое,Средняя,Избыточная,Эксперт,Значительные,Слабая,Негативное,Высокая,Принятие,5.3,5,116.6,1,7,Частично обратимо,7,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,3.3,8.6,7.2,7.8,1.3,8.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Путешествия и отдых,Путешествие с семьей,Вариант_4,2024-09-11 06:42:47.823184,,,,,,,,,Высокая,Высокое,Высокая,Избыточная,Эксперт,Значительные,Сильная,Негативное,Высокая,Избегание,5.8,5,75.7,2,3,Легко обратимо,2,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,3.8,6.0,1.1,6.6,8.0,8.8,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Путешествия и отдых,Одиночное путешествие,Вариант_1,2025-08-07 06:42:47.823231,,,,,,,,,Низкая,Умеренное,Низкая,Избыточная,Эксперт,Значительные,Слабая,Нейтральное,Высокая,Принятие,4.6,6,12.7,6,9,Легко обратимо,3,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,4.9,6.0,2.2,3.3,4.0,7.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Путешествия и отдых,Одиночное путешествие,Вариант_2,2024-12-04 06:42:47.823281,,,,,,,,,Средняя,Умеренное,Средняя,Избыточная,Эксперт,Умеренные,Сильная,Позитивное,Низкая,Избегание,3.7,6,75.1,10,10,Легко обратимо,1,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,,,1.6,5.5,4.7,1.8,3.0,2.9,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Путешествия и отдых,Одиночное путешествие,Вариант_3,2024-09-12 06:42:47.823326,,,,,,,,,Средняя,Высокое,Критическая,Достаточная,Новичок,Умеренные,Сильная,Негативное,Средняя,Принятие,5.2,2,159.3,3,9,Необратимо,1,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,9.0,4.4,8.2,3.3,7.5,1.2,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Путешествия и отдых,Одиночное путешествие,Вариант_4,2024-10-11 06:42:47.823424,,,,,,,,,Высокая,Умеренное,Низкая,Избыточная,Эксперт,Ограниченные,Отсутствует,Нейтральное,Высокая,Нейтральная,5.6,1,15.2,1,3,Частично обратимо,2,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,1.6,7.0,8.0,4.8,1.9,5.8,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Путешествия и отдых,Активный или пассивный отдых,Вариант_1,2025-05-03 06:42:47.823475,,,,,,,,,Высокая,Высокое,Низкая,Избыточная,Эксперт,Ограниченные,Сильная,Негативное,Средняя,Принятие,4.4,2,49.0,5,10,Легко обратимо,5,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,9.2,4.7,5.1,3.8,4.5,2.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Путешествия и отдых,Активный или пассивный отдых,Вариант_2,2025-01-15 06:42:47.823531,,,,,,,,,Средняя,Высокое,Средняя,Достаточная,Эксперт,Значительные,Сильная,Нейтральное,Низкая,Принятие,5.5,9,24.2,1,1,Необратимо,7,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,4.4,8.4,1.3,3.0,7.7,8.2,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Путешествия и отдых,Активный или пассивный отдых,Вариант_3,2024-11-25 06:42:47.823578,,,,,,,,,Низкая,Нет,Средняя,Недостаточная,Эксперт,Умеренные,Отсутствует,Негативное,Низкая,Принятие,5.8,10,143.3,9,8,Необратимо,2,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,5.9,1.8,2.9,7.5,2.9,9.2,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Путешествия и отдых,Активный или пассивный отдых,Вариант_4,2025-04-01 06:42:47.823628,,,,,,,,,Средняя,Высокое,Низкая,Недостаточная,Средний,Умеренные,Слабая,Нейтральное,Высокая,Принятие,5.4,5,116.7,3,10,Необратимо,6,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,7.0,3.3,2.8,9.6,4.2,7.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Путешествия и отдых,Активный или пассивный отдых,Вариант_5,2025-03-19 06:42:47.823672,,,,,,,,,Высокая,Высокое,Высокая,Достаточная,Средний,Умеренные,Слабая,Нейтральное,Средняя,Принятие,5.7,2,29.9,10,2,Частично обратимо,3,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,9.6,2.5,3.8,7.4,6.8,3.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Путешествия и отдых,Заграничная поездка,Вариант_1,2025-05-19 06:42:47.823717,,,,,,,,,Средняя,Высокое,Средняя,Недостаточная,Эксперт,Умеренные,Сильная,Позитивное,Средняя,Принятие,3.8,3,61.8,4,10,Необратимо,5,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,3.4,9.0,1.7,1.2,5.6,1.3,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Путешествия и отдых,Заграничная поездка,Вариант_2,2025-06-20 06:42:47.823760,,,,,,,,,Низкая,Высокое,Средняя,Достаточная,Новичок,Ограниченные,Сильная,Позитивное,Высокая,Избегание,6.4,8,157.8,1,4,Частично обратимо,4,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,5.2,5.6,4.6,7.0,8.6,8.3,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Путешествия и отдых,Заграничная поездка,Вариант_3,2025-07-26 06:42:47.823805,,,,,,,,,Низкая,Высокое,Высокая,Недостаточная,Эксперт,Значительные,Сильная,Нейтральное,Высокая,Нейтральная,6.2,10,91.7,3,7,Необратимо,7,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,3.4,3.1,7.0,8.1,4.5,9.3,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Путешествия и отдых,Заграничная поездка,Вариант_4,2025-02-21 06:42:47.823849,,,,,,,,,Средняя,Умеренное,Критическая,Избыточная,Новичок,Значительные,Отсутствует,Нейтральное,Низкая,Избегание,5.8,2,86.7,5,4,Легко обратимо,3,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,6.3,9.1,1.7,9.8,3.0,4.7,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Путешествия и отдых,Заграничная поездка,Вариант_5,2025-06-08 06:42:47.823897,,,,,,,,,Низкая,Высокое,Средняя,Избыточная,Средний,Ограниченные,Отсутствует,Негативное,Низкая,Принятие,5.4,10,27.5,9,1,Необратимо,3,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,4.3,7.5,2.1,8.3,7.5,5.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
